id,row,col,x,y
2_17,2,17,17,2
2_18,2,18,18,2
2_19,2,19,19,2
2_20,2,20,20,2
2_21,2,21,21,2
2_22,2,22,22,2
2_23,2,23,23,2
2_24,2,24,24,2
2_25,2,25,25,2
2_26,2,26,26,2
2_27,2,27,27,2
2_28,2,28,28,2
2_29,2,29,29,2
2_30,2,30,30,2
2_31,2,31,31,2
2_32,2,32,32,2
2_33,2,33,33,2
2_34,2,34,34,2
2_35,2,35,35,2
2_36,2,36,36,2
2_37,2,37,37,2
2_38,2,38,38,2
2_39,2,39,39,2
2_40,2,40,40,2
2_41,2,41,41,2
2_42,2,42,42,2
2_43,2,43,43,2
2_44,2,44,44,2
2_45,2,45,45,2
2_46,2,46,46,2
2_47,2,47,47,2
2_48,2,48,48,2
2_49,2,49,49,2
2_50,2,50,50,2
2_51,2,51,51,2
2_52,2,52,52,2
2_53,2,53,53,2
2_54,2,54,54,2
2_55,2,55,55,2
2_56,2,56,56,2
2_57,2,57,57,2
2_58,2,58,58,2
2_59,2,59,59,2
2_60,2,60,60,2
2_61,2,61,61,2
2_62,2,62,62,2
2_63,2,63,63,2
2_64,2,64,64,2
2_65,2,65,65,2
2_66,2,66,66,2
2_67,2,67,67,2
2_68,2,68,68,2
2_69,2,69,69,2
2_70,2,70,70,2
2_71,2,71,71,2
2_72,2,72,72,2
2_73,2,73,73,2
2_74,2,74,74,2
2_75,2,75,75,2
2_76,2,76,76,2
2_77,2,77,77,2
2_78,2,78,78,2
3_1,3,1,1,3
3_2,3,2,2,3
3_3,3,3,3,3
3_4,3,4,4,3
3_5,3,5,5,3
3_6,3,6,6,3
3_7,3,7,7,3
3_8,3,8,8,3
3_9,3,9,9,3
3_10,3,10,10,3
3_11,3,11,11,3
3_12,3,12,12,3
3_13,3,13,13,3
3_14,3,14,14,3
3_15,3,15,15,3
3_16,3,16,16,3
3_17,3,17,17,3
3_18,3,18,18,3
3_19,3,19,19,3
3_20,3,20,20,3
3_21,3,21,21,3
3_22,3,22,22,3
3_23,3,23,23,3
3_24,3,24,24,3
3_25,3,25,25,3
3_26,3,26,26,3
3_27,3,27,27,3
3_28,3,28,28,3
3_29,3,29,29,3
3_30,3,30,30,3
3_31,3,31,31,3
3_32,3,32,32,3
3_33,3,33,33,3
3_34,3,34,34,3
3_35,3,35,35,3
3_36,3,36,36,3
3_37,3,37,37,3
3_38,3,38,38,3
3_39,3,39,39,3
3_40,3,40,40,3
3_41,3,41,41,3
3_42,3,42,42,3
3_43,3,43,43,3
3_44,3,44,44,3
3_45,3,45,45,3
3_46,3,46,46,3
3_47,3,47,47,3
3_48,3,48,48,3
3_49,3,49,49,3
3_50,3,50,50,3
3_51,3,51,51,3
3_52,3,52,52,3
3_53,3,53,53,3
3_54,3,54,54,3
3_55,3,55,55,3
3_56,3,56,56,3
3_57,3,57,57,3
3_58,3,58,58,3
3_59,3,59,59,3
3_60,3,60,60,3
3_61,3,61,61,3
3_62,3,62,62,3
3_63,3,63,63,3
3_64,3,64,64,3
3_65,3,65,65,3
3_66,3,66,66,3
3_67,3,67,67,3
3_68,3,68,68,3
3_69,3,69,69,3
3_70,3,70,70,3
3_71,3,71,71,3
3_72,3,72,72,3
3_73,3,73,73,3
3_74,3,74,74,3
3_75,3,75,75,3
3_76,3,76,76,3
3_77,3,77,77,3
3_78,3,78,78,3
4_1,4,1,1,4
4_2,4,2,2,4
4_3,4,3,3,4
4_4,4,4,4,4
4_5,4,5,5,4
4_6,4,6,6,4
4_7,4,7,7,4
4_8,4,8,8,4
4_9,4,9,9,4
4_10,4,10,10,4
4_11,4,11,11,4
4_12,4,12,12,4
4_13,4,13,13,4
4_14,4,14,14,4
4_15,4,15,15,4
4_16,4,16,16,4
4_17,4,17,17,4
4_18,4,18,18,4
4_19,4,19,19,4
4_20,4,20,20,4
4_21,4,21,21,4
4_22,4,22,22,4
4_23,4,23,23,4
4_24,4,24,24,4
4_25,4,25,25,4
4_26,4,26,26,4
4_27,4,27,27,4
4_28,4,28,28,4
4_29,4,29,29,4
4_30,4,30,30,4
4_31,4,31,31,4
4_32,4,32,32,4
4_33,4,33,33,4
4_34,4,34,34,4
4_35,4,35,35,4
4_36,4,36,36,4
4_37,4,37,37,4
4_38,4,38,38,4
4_39,4,39,39,4
4_40,4,40,40,4
4_41,4,41,41,4
4_42,4,42,42,4
4_43,4,43,43,4
4_44,4,44,44,4
4_45,4,45,45,4
4_46,4,46,46,4
4_47,4,47,47,4
4_48,4,48,48,4
4_49,4,49,49,4
4_50,4,50,50,4
4_51,4,51,51,4
4_52,4,52,52,4
4_53,4,53,53,4
4_54,4,54,54,4
4_55,4,55,55,4
4_56,4,56,56,4
4_57,4,57,57,4
4_58,4,58,58,4
4_59,4,59,59,4
4_60,4,60,60,4
4_61,4,61,61,4
4_62,4,62,62,4
4_63,4,63,63,4
4_64,4,64,64,4
4_65,4,65,65,4
4_66,4,66,66,4
4_67,4,67,67,4
4_68,4,68,68,4
4_69,4,69,69,4
4_70,4,70,70,4
4_71,4,71,71,4
4_72,4,72,72,4
4_73,4,73,73,4
4_74,4,74,74,4
4_75,4,75,75,4
4_76,4,76,76,4
4_77,4,77,77,4
4_78,4,78,78,4
5_1,5,1,1,5
5_2,5,2,2,5
5_3,5,3,3,5
5_4,5,4,4,5
5_5,5,5,5,5
5_10,5,10,10,5
5_11,5,11,11,5
5_12,5,12,12,5
5_13,5,13,13,5
5_14,5,14,14,5
5_19,5,19,19,5
5_20,5,20,20,5
5_21,5,21,21,5
5_22,5,22,22,5
5_23,5,23,23,5
5_28,5,28,28,5
5_29,5,29,29,5
5_30,5,30,30,5
5_31,5,31,31,5
5_32,5,32,32,5
5_37,5,37,37,5
5_38,5,38,38,5
5_39,5,39,39,5
5_40,5,40,40,5
5_41,5,41,41,5
5_42,5,42,42,5
5_46,5,46,46,5
5_47,5,47,47,5
5_48,5,48,48,5
5_49,5,49,49,5
5_50,5,50,50,5
5_55,5,55,55,5
5_56,5,56,56,5
5_57,5,57,57,5
5_58,5,58,58,5
5_59,5,59,59,5
5_64,5,64,64,5
5_65,5,65,65,5
5_66,5,66,66,5
5_67,5,67,67,5
5_68,5,68,68,5
5_73,5,73,73,5
5_74,5,74,74,5
5_75,5,75,75,5
5_76,5,76,76,5
5_77,5,77,77,5
5_78,5,78,78,5
6_1,6,1,1,6
6_2,6,2,2,6
6_3,6,3,3,6
6_4,6,4,4,6
6_5,6,5,5,6
6_10,6,10,10,6
6_11,6,11,11,6
6_12,6,12,12,6
6_13,6,13,13,6
6_14,6,14,14,6
6_19,6,19,19,6
6_20,6,20,20,6
6_21,6,21,21,6
6_22,6,22,22,6
6_23,6,23,23,6
6_28,6,28,28,6
6_29,6,29,29,6
6_30,6,30,30,6
6_31,6,31,31,6
6_32,6,32,32,6
6_37,6,37,37,6
6_38,6,38,38,6
6_39,6,39,39,6
6_40,6,40,40,6
6_41,6,41,41,6
6_42,6,42,42,6
6_46,6,46,46,6
6_47,6,47,47,6
6_48,6,48,48,6
6_49,6,49,49,6
6_50,6,50,50,6
6_55,6,55,55,6
6_56,6,56,56,6
6_57,6,57,57,6
6_58,6,58,58,6
6_59,6,59,59,6
6_64,6,64,64,6
6_65,6,65,65,6
6_66,6,66,66,6
6_67,6,67,67,6
6_68,6,68,68,6
6_73,6,73,73,6
6_74,6,74,74,6
6_75,6,75,75,6
6_76,6,76,76,6
6_77,6,77,77,6
6_78,6,78,78,6
7_1,7,1,1,7
7_2,7,2,2,7
7_3,7,3,3,7
7_4,7,4,4,7
7_5,7,5,5,7
7_10,7,10,10,7
7_11,7,11,11,7
7_12,7,12,12,7
7_13,7,13,13,7
7_14,7,14,14,7
7_19,7,19,19,7
7_20,7,20,20,7
7_21,7,21,21,7
7_22,7,22,22,7
7_23,7,23,23,7
7_28,7,28,28,7
7_29,7,29,29,7
7_30,7,30,30,7
7_31,7,31,31,7
7_32,7,32,32,7
7_37,7,37,37,7
7_38,7,38,38,7
7_39,7,39,39,7
7_40,7,40,40,7
7_41,7,41,41,7
7_42,7,42,42,7
7_46,7,46,46,7
7_47,7,47,47,7
7_48,7,48,48,7
7_49,7,49,49,7
7_50,7,50,50,7
7_55,7,55,55,7
7_56,7,56,56,7
7_57,7,57,57,7
7_58,7,58,58,7
7_59,7,59,59,7
7_64,7,64,64,7
7_65,7,65,65,7
7_66,7,66,66,7
7_67,7,67,67,7
7_68,7,68,68,7
7_73,7,73,73,7
7_74,7,74,74,7
7_75,7,75,75,7
7_76,7,76,76,7
7_77,7,77,77,7
7_78,7,78,78,7
8_1,8,1,1,8
8_2,8,2,2,8
8_3,8,3,3,8
8_4,8,4,4,8
8_5,8,5,5,8
8_10,8,10,10,8
8_11,8,11,11,8
8_12,8,12,12,8
8_13,8,13,13,8
8_14,8,14,14,8
8_19,8,19,19,8
8_20,8,20,20,8
8_21,8,21,21,8
8_22,8,22,22,8
8_23,8,23,23,8
8_28,8,28,28,8
8_29,8,29,29,8
8_30,8,30,30,8
8_31,8,31,31,8
8_32,8,32,32,8
8_37,8,37,37,8
8_38,8,38,38,8
8_39,8,39,39,8
8_40,8,40,40,8
8_41,8,41,41,8
8_42,8,42,42,8
8_46,8,46,46,8
8_47,8,47,47,8
8_48,8,48,48,8
8_49,8,49,49,8
8_50,8,50,50,8
8_55,8,55,55,8
8_56,8,56,56,8
8_57,8,57,57,8
8_58,8,58,58,8
8_59,8,59,59,8
8_64,8,64,64,8
8_65,8,65,65,8
8_66,8,66,66,8
8_67,8,67,67,8
8_68,8,68,68,8
8_73,8,73,73,8
8_74,8,74,74,8
8_75,8,75,75,8
8_76,8,76,76,8
8_77,8,77,77,8
8_78,8,78,78,8
9_1,9,1,1,9
9_2,9,2,2,9
9_3,9,3,3,9
9_4,9,4,4,9
9_5,9,5,5,9
9_10,9,10,10,9
9_11,9,11,11,9
9_12,9,12,12,9
9_13,9,13,13,9
9_14,9,14,14,9
9_19,9,19,19,9
9_20,9,20,20,9
9_21,9,21,21,9
9_22,9,22,22,9
9_23,9,23,23,9
9_28,9,28,28,9
9_29,9,29,29,9
9_30,9,30,30,9
9_31,9,31,31,9
9_32,9,32,32,9
9_37,9,37,37,9
9_38,9,38,38,9
9_39,9,39,39,9
9_40,9,40,40,9
9_41,9,41,41,9
9_42,9,42,42,9
9_46,9,46,46,9
9_47,9,47,47,9
9_48,9,48,48,9
9_49,9,49,49,9
9_50,9,50,50,9
9_55,9,55,55,9
9_56,9,56,56,9
9_57,9,57,57,9
9_58,9,58,58,9
9_59,9,59,59,9
9_64,9,64,64,9
9_65,9,65,65,9
9_66,9,66,66,9
9_67,9,67,67,9
9_68,9,68,68,9
9_73,9,73,73,9
9_74,9,74,74,9
9_75,9,75,75,9
9_76,9,76,76,9
9_77,9,77,77,9
9_78,9,78,78,9
10_1,10,1,1,10
10_2,10,2,2,10
10_3,10,3,3,10
10_4,10,4,4,10
10_5,10,5,5,10
10_10,10,10,10,10
10_11,10,11,11,10
10_12,10,12,12,10
10_13,10,13,13,10
10_14,10,14,14,10
10_19,10,19,19,10
10_20,10,20,20,10
10_21,10,21,21,10
10_22,10,22,22,10
10_23,10,23,23,10
10_28,10,28,28,10
10_29,10,29,29,10
10_30,10,30,30,10
10_31,10,31,31,10
10_32,10,32,32,10
10_37,10,37,37,10
10_38,10,38,38,10
10_39,10,39,39,10
10_40,10,40,40,10
10_41,10,41,41,10
10_42,10,42,42,10
10_46,10,46,46,10
10_47,10,47,47,10
10_48,10,48,48,10
10_49,10,49,49,10
10_50,10,50,50,10
10_55,10,55,55,10
10_56,10,56,56,10
10_57,10,57,57,10
10_58,10,58,58,10
10_59,10,59,59,10
10_64,10,64,64,10
10_65,10,65,65,10
10_66,10,66,66,10
10_67,10,67,67,10
10_68,10,68,68,10
10_73,10,73,73,10
10_74,10,74,74,10
10_75,10,75,75,10
10_76,10,76,76,10
10_77,10,77,77,10
10_78,10,78,78,10
11_1,11,1,1,11
11_2,11,2,2,11
11_3,11,3,3,11
11_4,11,4,4,11
11_5,11,5,5,11
11_10,11,10,10,11
11_11,11,11,11,11
11_12,11,12,12,11
11_13,11,13,13,11
11_14,11,14,14,11
11_19,11,19,19,11
11_20,11,20,20,11
11_21,11,21,21,11
11_22,11,22,22,11
11_23,11,23,23,11
11_28,11,28,28,11
11_29,11,29,29,11
11_30,11,30,30,11
11_31,11,31,31,11
11_32,11,32,32,11
11_37,11,37,37,11
11_38,11,38,38,11
11_39,11,39,39,11
11_40,11,40,40,11
11_41,11,41,41,11
11_42,11,42,42,11
11_46,11,46,46,11
11_47,11,47,47,11
11_48,11,48,48,11
11_49,11,49,49,11
11_50,11,50,50,11
11_55,11,55,55,11
11_56,11,56,56,11
11_57,11,57,57,11
11_58,11,58,58,11
11_59,11,59,59,11
11_64,11,64,64,11
11_65,11,65,65,11
11_66,11,66,66,11
11_67,11,67,67,11
11_68,11,68,68,11
11_73,11,73,73,11
11_74,11,74,74,11
11_75,11,75,75,11
11_76,11,76,76,11
11_77,11,77,77,11
11_78,11,78,78,11
12_1,12,1,1,12
12_2,12,2,2,12
12_3,12,3,3,12
12_4,12,4,4,12
12_5,12,5,5,12
12_10,12,10,10,12
12_11,12,11,11,12
12_12,12,12,12,12
12_13,12,13,13,12
12_14,12,14,14,12
12_19,12,19,19,12
12_20,12,20,20,12
12_21,12,21,21,12
12_22,12,22,22,12
12_23,12,23,23,12
12_28,12,28,28,12
12_29,12,29,29,12
12_30,12,30,30,12
12_31,12,31,31,12
12_32,12,32,32,12
12_37,12,37,37,12
12_38,12,38,38,12
12_39,12,39,39,12
12_40,12,40,40,12
12_41,12,41,41,12
12_42,12,42,42,12
12_46,12,46,46,12
12_47,12,47,47,12
12_48,12,48,48,12
12_49,12,49,49,12
12_50,12,50,50,12
12_55,12,55,55,12
12_56,12,56,56,12
12_57,12,57,57,12
12_58,12,58,58,12
12_59,12,59,59,12
12_64,12,64,64,12
12_65,12,65,65,12
12_66,12,66,66,12
12_67,12,67,67,12
12_68,12,68,68,12
12_73,12,73,73,12
12_74,12,74,74,12
12_75,12,75,75,12
12_76,12,76,76,12
12_77,12,77,77,12
12_78,12,78,78,12
13_1,13,1,1,13
13_2,13,2,2,13
13_3,13,3,3,13
13_4,13,4,4,13
13_5,13,5,5,13
13_6,13,6,6,13
13_7,13,7,7,13
13_8,13,8,8,13
13_9,13,9,9,13
13_10,13,10,10,13
13_11,13,11,11,13
13_12,13,12,12,13
13_13,13,13,13,13
13_14,13,14,14,13
13_15,13,15,15,13
13_16,13,16,16,13
13_17,13,17,17,13
13_18,13,18,18,13
13_19,13,19,19,13
13_20,13,20,20,13
13_21,13,21,21,13
13_22,13,22,22,13
13_23,13,23,23,13
13_24,13,24,24,13
13_25,13,25,25,13
13_26,13,26,26,13
13_27,13,27,27,13
13_28,13,28,28,13
13_29,13,29,29,13
13_30,13,30,30,13
13_31,13,31,31,13
13_32,13,32,32,13
13_33,13,33,33,13
13_34,13,34,34,13
13_35,13,35,35,13
13_36,13,36,36,13
13_37,13,37,37,13
13_38,13,38,38,13
13_39,13,39,39,13
13_40,13,40,40,13
13_41,13,41,41,13
13_42,13,42,42,13
13_43,13,43,43,13
13_44,13,44,44,13
13_45,13,45,45,13
13_46,13,46,46,13
13_47,13,47,47,13
13_48,13,48,48,13
13_49,13,49,49,13
13_50,13,50,50,13
13_51,13,51,51,13
13_52,13,52,52,13
13_53,13,53,53,13
13_54,13,54,54,13
13_55,13,55,55,13
13_56,13,56,56,13
13_57,13,57,57,13
13_58,13,58,58,13
13_59,13,59,59,13
13_60,13,60,60,13
13_61,13,61,61,13
13_62,13,62,62,13
13_63,13,63,63,13
13_64,13,64,64,13
13_65,13,65,65,13
13_66,13,66,66,13
13_67,13,67,67,13
13_68,13,68,68,13
13_69,13,69,69,13
13_70,13,70,70,13
13_71,13,71,71,13
13_72,13,72,72,13
13_73,13,73,73,13
13_74,13,74,74,13
13_75,13,75,75,13
13_76,13,76,76,13
13_77,13,77,77,13
13_78,13,78,78,13
14_1,14,1,1,14
14_2,14,2,2,14
14_3,14,3,3,14
14_4,14,4,4,14
14_5,14,5,5,14
14_6,14,6,6,14
14_7,14,7,7,14
14_8,14,8,8,14
14_9,14,9,9,14
14_10,14,10,10,14
14_11,14,11,11,14
14_12,14,12,12,14
14_13,14,13,13,14
14_14,14,14,14,14
14_15,14,15,15,14
14_16,14,16,16,14
14_17,14,17,17,14
14_18,14,18,18,14
14_19,14,19,19,14
14_20,14,20,20,14
14_21,14,21,21,14
14_22,14,22,22,14
14_23,14,23,23,14
14_24,14,24,24,14
14_25,14,25,25,14
14_26,14,26,26,14
14_27,14,27,27,14
14_28,14,28,28,14
14_29,14,29,29,14
14_30,14,30,30,14
14_31,14,31,31,14
14_32,14,32,32,14
14_33,14,33,33,14
14_34,14,34,34,14
14_35,14,35,35,14
14_36,14,36,36,14
14_37,14,37,37,14
14_38,14,38,38,14
14_39,14,39,39,14
14_40,14,40,40,14
14_41,14,41,41,14
14_42,14,42,42,14
14_43,14,43,43,14
14_44,14,44,44,14
14_45,14,45,45,14
14_46,14,46,46,14
14_47,14,47,47,14
14_48,14,48,48,14
14_49,14,49,49,14
14_50,14,50,50,14
14_51,14,51,51,14
14_52,14,52,52,14
14_53,14,53,53,14
14_54,14,54,54,14
14_55,14,55,55,14
14_56,14,56,56,14
14_57,14,57,57,14
14_58,14,58,58,14
14_59,14,59,59,14
14_60,14,60,60,14
14_61,14,61,61,14
14_62,14,62,62,14
14_63,14,63,63,14
14_64,14,64,64,14
14_65,14,65,65,14
14_66,14,66,66,14
14_67,14,67,67,14
14_68,14,68,68,14
14_69,14,69,69,14
14_70,14,70,70,14
14_71,14,71,71,14
14_72,14,72,72,14
14_73,14,73,73,14
14_74,14,74,74,14
14_75,14,75,75,14
14_76,14,76,76,14
14_77,14,77,77,14
14_78,14,78,78,14
15_1,15,1,1,15
15_2,15,2,2,15
15_3,15,3,3,15
15_4,15,4,4,15
15_5,15,5,5,15
15_6,15,6,6,15
15_7,15,7,7,15
15_8,15,8,8,15
15_9,15,9,9,15
15_10,15,10,10,15
15_11,15,11,11,15
15_12,15,12,12,15
15_13,15,13,13,15
15_14,15,14,14,15
15_15,15,15,15,15
15_16,15,16,16,15
15_17,15,17,17,15
15_18,15,18,18,15
15_19,15,19,19,15
15_20,15,20,20,15
15_21,15,21,21,15
15_22,15,22,22,15
15_23,15,23,23,15
15_24,15,24,24,15
15_25,15,25,25,15
15_26,15,26,26,15
15_27,15,27,27,15
15_28,15,28,28,15
15_29,15,29,29,15
15_30,15,30,30,15
15_31,15,31,31,15
15_32,15,32,32,15
15_33,15,33,33,15
15_34,15,34,34,15
15_35,15,35,35,15
15_36,15,36,36,15
15_37,15,37,37,15
15_38,15,38,38,15
15_39,15,39,39,15
15_40,15,40,40,15
15_41,15,41,41,15
15_42,15,42,42,15
15_43,15,43,43,15
15_44,15,44,44,15
15_45,15,45,45,15
15_46,15,46,46,15
15_47,15,47,47,15
15_48,15,48,48,15
15_49,15,49,49,15
15_50,15,50,50,15
15_51,15,51,51,15
15_52,15,52,52,15
15_53,15,53,53,15
15_54,15,54,54,15
15_55,15,55,55,15
15_56,15,56,56,15
15_57,15,57,57,15
15_58,15,58,58,15
15_59,15,59,59,15
15_60,15,60,60,15
15_61,15,61,61,15
15_62,15,62,62,15
15_63,15,63,63,15
15_64,15,64,64,15
15_65,15,65,65,15
15_66,15,66,66,15
15_67,15,67,67,15
15_68,15,68,68,15
15_69,15,69,69,15
15_70,15,70,70,15
15_71,15,71,71,15
15_72,15,72,72,15
15_73,15,73,73,15
15_74,15,74,74,15
15_75,15,75,75,15
15_76,15,76,76,15
15_77,15,77,77,15
15_78,15,78,78,15
16_1,16,1,1,16
16_2,16,2,2,16
16_3,16,3,3,16
16_4,16,4,4,16
16_5,16,5,5,16
16_6,16,6,6,16
16_7,16,7,7,16
16_8,16,8,8,16
16_9,16,9,9,16
16_10,16,10,10,16
16_11,16,11,11,16
16_12,16,12,12,16
16_13,16,13,13,16
16_14,16,14,14,16
16_15,16,15,15,16
16_16,16,16,16,16
16_17,16,17,17,16
16_18,16,18,18,16
16_19,16,19,19,16
16_20,16,20,20,16
16_21,16,21,21,16
16_22,16,22,22,16
16_23,16,23,23,16
16_24,16,24,24,16
16_25,16,25,25,16
16_26,16,26,26,16
16_27,16,27,27,16
16_28,16,28,28,16
16_29,16,29,29,16
16_30,16,30,30,16
16_31,16,31,31,16
16_32,16,32,32,16
16_33,16,33,33,16
16_34,16,34,34,16
16_35,16,35,35,16
16_36,16,36,36,16
16_37,16,37,37,16
16_38,16,38,38,16
16_39,16,39,39,16
16_40,16,40,40,16
16_41,16,41,41,16
16_42,16,42,42,16
16_43,16,43,43,16
16_44,16,44,44,16
16_45,16,45,45,16
16_46,16,46,46,16
16_47,16,47,47,16
16_48,16,48,48,16
16_49,16,49,49,16
16_50,16,50,50,16
16_51,16,51,51,16
16_52,16,52,52,16
16_53,16,53,53,16
16_54,16,54,54,16
16_55,16,55,55,16
16_56,16,56,56,16
16_57,16,57,57,16
16_58,16,58,58,16
16_59,16,59,59,16
16_60,16,60,60,16
16_61,16,61,61,16
16_62,16,62,62,16
16_63,16,63,63,16
16_64,16,64,64,16
16_65,16,65,65,16
16_66,16,66,66,16
16_67,16,67,67,16
16_68,16,68,68,16
16_69,16,69,69,16
16_70,16,70,70,16
16_71,16,71,71,16
16_72,16,72,72,16
16_73,16,73,73,16
16_74,16,74,74,16
16_75,16,75,75,16
16_76,16,76,76,16
16_77,16,77,77,16
16_78,16,78,78,16
17_1,17,1,1,17
17_2,17,2,2,17
17_3,17,3,3,17
17_4,17,4,4,17
17_5,17,5,5,17
17_6,17,6,6,17
17_7,17,7,7,17
17_8,17,8,8,17
17_9,17,9,9,17
17_10,17,10,10,17
17_11,17,11,11,17
17_12,17,12,12,17
17_13,17,13,13,17
17_14,17,14,14,17
17_15,17,15,15,17
17_16,17,16,16,17
17_17,17,17,17,17
17_18,17,18,18,17
17_19,17,19,19,17
17_20,17,20,20,17
17_21,17,21,21,17
17_22,17,22,22,17
17_23,17,23,23,17
17_24,17,24,24,17
17_25,17,25,25,17
17_26,17,26,26,17
17_27,17,27,27,17
17_28,17,28,28,17
17_29,17,29,29,17
17_30,17,30,30,17
17_31,17,31,31,17
17_32,17,32,32,17
17_33,17,33,33,17
17_34,17,34,34,17
17_35,17,35,35,17
17_36,17,36,36,17
17_37,17,37,37,17
17_38,17,38,38,17
17_39,17,39,39,17
17_40,17,40,40,17
17_41,17,41,41,17
17_42,17,42,42,17
17_43,17,43,43,17
17_44,17,44,44,17
17_45,17,45,45,17
17_46,17,46,46,17
17_47,17,47,47,17
17_48,17,48,48,17
17_49,17,49,49,17
17_50,17,50,50,17
17_51,17,51,51,17
17_52,17,52,52,17
17_53,17,53,53,17
17_54,17,54,54,17
17_55,17,55,55,17
17_56,17,56,56,17
17_57,17,57,57,17
17_58,17,58,58,17
17_59,17,59,59,17
17_60,17,60,60,17
17_61,17,61,61,17
17_62,17,62,62,17
17_63,17,63,63,17
17_64,17,64,64,17
17_65,17,65,65,17
17_66,17,66,66,17
17_67,17,67,67,17
17_68,17,68,68,17
17_69,17,69,69,17
17_70,17,70,70,17
17_71,17,71,71,17
17_72,17,72,72,17
17_73,17,73,73,17
17_74,17,74,74,17
17_75,17,75,75,17
17_76,17,76,76,17
17_77,17,77,77,17
17_78,17,78,78,17
18_1,18,1,1,18
18_2,18,2,2,18
18_3,18,3,3,18
18_4,18,4,4,18
18_5,18,5,5,18
18_10,18,10,10,18
18_11,18,11,11,18
18_12,18,12,12,18
18_13,18,13,13,18
18_14,18,14,14,18
18_19,18,19,19,18
18_20,18,20,20,18
18_21,18,21,21,18
18_22,18,22,22,18
18_23,18,23,23,18
18_28,18,28,28,18
18_29,18,29,29,18
18_30,18,30,30,18
18_31,18,31,31,18
18_32,18,32,32,18
18_37,18,37,37,18
18_38,18,38,38,18
18_39,18,39,39,18
18_40,18,40,40,18
18_41,18,41,41,18
18_42,18,42,42,18
18_46,18,46,46,18
18_47,18,47,47,18
18_48,18,48,48,18
18_49,18,49,49,18
18_50,18,50,50,18
18_55,18,55,55,18
18_56,18,56,56,18
18_57,18,57,57,18
18_58,18,58,58,18
18_59,18,59,59,18
18_64,18,64,64,18
18_65,18,65,65,18
18_66,18,66,66,18
18_67,18,67,67,18
18_68,18,68,68,18
18_73,18,73,73,18
18_74,18,74,74,18
18_75,18,75,75,18
18_76,18,76,76,18
18_77,18,77,77,18
18_78,18,78,78,18
19_1,19,1,1,19
19_2,19,2,2,19
19_3,19,3,3,19
19_4,19,4,4,19
19_5,19,5,5,19
19_10,19,10,10,19
19_11,19,11,11,19
19_12,19,12,12,19
19_13,19,13,13,19
19_14,19,14,14,19
19_19,19,19,19,19
19_20,19,20,20,19
19_21,19,21,21,19
19_22,19,22,22,19
19_23,19,23,23,19
19_28,19,28,28,19
19_29,19,29,29,19
19_30,19,30,30,19
19_31,19,31,31,19
19_32,19,32,32,19
19_37,19,37,37,19
19_38,19,38,38,19
19_39,19,39,39,19
19_40,19,40,40,19
19_41,19,41,41,19
19_42,19,42,42,19
19_46,19,46,46,19
19_47,19,47,47,19
19_48,19,48,48,19
19_49,19,49,49,19
19_50,19,50,50,19
19_55,19,55,55,19
19_56,19,56,56,19
19_57,19,57,57,19
19_58,19,58,58,19
19_59,19,59,59,19
19_64,19,64,64,19
19_65,19,65,65,19
19_66,19,66,66,19
19_67,19,67,67,19
